205.127, 129.216, 8.333, 18.008 False
204.849, 129.221, 8.333, 18.041 False
204.572, 129.227, 8.333, 18.074 False
204.294, 129.232, 8.333, 18.107 False
204.016, 129.238, 8.333, 18.140 False
203.738, 129.243, 8.333, 18.173 False
203.461, 129.249, 8.333, 18.206 False
203.183, 129.254, 8.333, 18.239 False
202.905, 129.260, 8.333, 18.272 False
202.628, 129.265, 8.333, 18.305 False
202.350, 129.271, 8.333, 18.338 False
202.072, 129.276, 8.333, 18.371 False
201.794, 129.281, 8.333, 18.404 False
201.517, 129.287, 8.333, 18.437 False
201.239, 129.292, 8.333, 18.470 False
200.961, 129.298, 8.333, 18.503 False
200.683, 129.303, 8.333, 18.536 False
200.406, 129.308, 8.333, 18.569 False
200.128, 129.313, 8.333, 18.602 False
199.850, 129.319, 8.333, 18.635 False
199.572, 129.324, 8.333, 18.668 False
199.295, 129.329, 8.333, 18.701 False
199.017, 129.334, 8.333, 18.734 False
198.739, 129.340, 8.333, 18.767 False
198.462, 129.345, 8.333, 18.800 False
198.184, 129.350, 8.333, 18.833 False
197.906, 129.355, 8.333, 18.866 False
197.628, 129.360, 8.333, 18.899 False
197.351, 129.365, 8.333, 18.932 False
197.073, 129.370, 8.333, 18.965 False
196.795, 129.375, 8.333, 18.998 False
196.517, 129.380, 8.333, 19.031 False
196.240, 129.385, 8.333, 19.064 False
195.962, 129.390, 8.333, 19.097 False
195.684, 129.395, 8.333, 19.130 False
195.406, 129.400, 8.333, 19.163 False
195.129, 129.404, 8.333, 19.196 False
194.851, 129.409, 8.333, 19.229 False
194.573, 129.414, 8.333, 19.262 False
194.295, 129.419, 8.333, 19.295 False
194.018, 129.423, 8.333, 19.328 False
193.740, 129.428, 8.333, 19.361 False
193.462, 129.432, 8.333, 19.394 False
193.185, 129.437, 8.333, 19.427 False
192.907, 129.441, 8.333, 19.460 False
192.629, 129.446, 8.333, 19.493 False
192.351, 129.450, 8.333, 19.526 False
192.074, 129.455, 8.333, 19.559 False
191.796, 129.459, 8.333, 19.592 False
191.518, 129.463, 8.333, 19.625 False
191.240, 129.467, 8.333, 19.658 False
190.963, 129.471, 8.333, 19.691 False
190.685, 129.476, 8.333, 19.724 False
190.407, 129.480, 8.333, 19.757 False
190.129, 129.484, 8.333, 19.790 False
189.852, 129.488, 8.333, 19.823 False
189.574, 129.492, 8.333, 19.856 False
189.296, 129.496, 8.333, 19.889 False
189.019, 129.500, 8.333, 19.922 False
188.741, 129.503, 8.333, 19.955 False
188.463, 129.507, 8.333, 19.988 False
188.185, 129.511, 8.333, 20.021 False
187.908, 129.515, 8.333, 20.054 False
187.630, 129.518, 8.333, 20.087 False
187.352, 129.522, 8.333, 20.120 False
187.074, 129.525, 8.333, 20.153 False
186.797, 129.529, 8.333, 20.186 False
186.519, 129.532, 8.333, 20.219 False
186.241, 129.536, 8.333, 20.252 False
185.963, 129.539, 8.333, 20.285 False
185.686, 129.542, 8.333, 20.318 False
185.408, 129.546, 8.333, 20.351 False
185.130, 129.549, 8.333, 20.384 False
184.853, 129.552, 8.333, 20.417 False
184.575, 129.555, 8.333, 20.450 False
184.297, 129.558, 8.333, 20.483 False
184.019, 129.561, 8.333, 20.516 False
183.742, 129.564, 8.333, 20.549 False
183.464, 129.567, 8.333, 20.582 False
183.186, 129.570, 8.333, 20.615 False
182.908, 129.572, 8.333, 20.648 False
182.631, 129.575, 8.333, 20.681 False
